building,code,description,title,days,credits,time,instructor,school,collegeId,department
McMillan / 101,L98 AMCS 403," This course integrates archaeological, historical, and early ethnographic dimensions of American Indian societies in the southwestern United States and northwest Mexico, a region famous for its challenging environment, cultural diversity, and the contributions made by its Native inhabitants. Emphasis is placed on the development of sophisticated desert agriculture and on the rise of regionally integrated cultures including Chaco Canyon and Mesa Verde. The impact of Spanish, Mexican, and American colonization are explored. Ethnographies of Tohono O'odham (Papago), Hopi, Zuni, Rio Grande Pueblo, and Navajo societies will be discussed.",Archaeology and Early Ethnography of the Southwest,-T-R---,3,11:30A-1:00P,Fritz,,1,
TBA,L98 AMCS 4036," This seminar examines two sub-groups: child immigrants and the native-born children of immigrants. It interrogates cultural/ethnic identity, cultural adaptation, bilingualism and biculturalism, and challenges and achievements of this young generation through ethnography, literature, and sociological accounts. We aim to scrutinize the studies of the ""1.5"" generation and the second generation, and theories such as ""segmented assimilation,"" across a wide range of ethnic groups, from people of East Asian origins to those with Latin American ancestries, by mainly focusing on their experiences in the United States.",Children of Immigrants: Identity and Acculturation,M-W----,3,4:00P-5:30P,Gao-Miles,,1,
TBA,L98 AMCS 416," In 1989, the Corcoran Gallery of Art in Washington, D.C., cancelled their pending exhibit, Robert Mapplethorp: The Perfect Moment. Opponents of the exhibit rejoiced, arguing the ""obscene"" photography was not art. Advocates defended the work, and its NEA funding, as freedom of expression. Advocates and opponents both could claim their positions represented democracy at work. The Mapplethorpe controversy raises fundamental questions that frame this course: Is democracy good for the arts? Are the arts good for democracy? The partnership between the arts and government is vexed yet strangely collaborative. It promotes creative expression and civic participation despite of - and sometimes, because of - troublesome issues that state support for the arts, or, cultural policy, can generate. This course examines those issues, bringing into view the synergistic partnership between art and state and its significance for a democratic, and a creative, society. We explore numerous case studies from the 20th century that foreground this collaboration and highlight the challenges of cultural policy, for example, propaganda posters, New Deal art programs, NEA projects, and Smithsonian exhibits. These studies raise questions that prompt student to think critically about the relationship between art and democracy: How much agency does an artist have if state sponsored? Should the state be able to censor over art it supports? Does art tend to fragment or promote public accord? This historically grounded course draws on various fields of study to examine the context which state-sponsored art was produced, consumed, and interpreted. Students engage with visual and material culture, media, and archival materials. The seminar culminates in a substantial research project of the student's design; topics may be drawn from the early twentieth century to the present-day.","Topics in AMCS: Musings: Art, Government, & the Dilemmas of Cultural Policy in 20th Century America",-T-R---,3,4:00P-5:30P,Murphy,,1,
TBA,L98 AMCS 4202," This is the third semester course for students in the Civic Scholars Program of the Gephardt Institute for Civic and Community Engagement. This one-credit seminar style course provides students with the opportunity to evaluate their civic projects and explore implications of their work. Through group discussions, readings, lectures, and guest speakers, students 1) connect their civic engagement project to local, national, and international contexts; 2) understand interdependence of social issues, public policy, and culture; and 3) explore sustainability and social change. The class meets weekly for one hour during the fall semester. Students are expected to take an active role in their learning through sharing their experiences, engaging with reading material, and participating in reflection exercises. Students are required to continue their coursework through the spring of their senior year, in the Civic Scholars Program, Semester Four: Civic Engagement across a Lifespan. Prerequisite: L98 3202 and L98 3203 Admittance into the Civic Scholars Program. All Students waitlisted.",Civic Scholars Program Semester Three: Application and Integration of Civic Projects and Values,M------,1,4:00P-5:00P,[TBA],,1,
TBA,L98 AMCS 4214," How do representations of identity affect how we see ourselves and the world sees us? African American women have been particularly concerned with this question, as the stories and pictures circulated about black female identity have had a profound impact on their understandings of themselves and political discourse. In this course we will look at how black feminist theorists from a variety of intellectual traditions have explored the impact of theories of identity on our world. We will look at their discussions of slavery, colonialism, sexuality, motherhood, citizenship, and what it means to be human.",From Mammy to the Welfare Queen: African American Women Theorize Identity,M-W----,3,10:00A-11:30A,Wanzo,,1,
TBA,L98 AMCS 4224," The St. Louis World's Fair of 1904 (The Louisiana Purchase Exposition) was one of the greatest events of its time. At the beginning we will deal with the historical development that lead to the purchase of the Louisiana Territory in 1803, will review the developments of World's Fairs since 1851 and will have a look at the grand dimension of the 1904 World's Fair (connected with the Olympic Games). Of central importance are the Art Exhibits from Germany and Austria with their cultural-political implications. The German Emperor had a hand in selecting the German paintings to be sent to St. Louis, and his opposition against modern movements like Impressionism caused opposition in Germany. Austria was different: In their Art Nouveau Pavilion they included secessionists (Hagenbund). The Wiener Werkstaetten (Vienna's Workshops) attracted a lot of attention. Different from the paintings, German Arts and Crafts represented avant-garde movements. We will visit libraries, archives, and museums in St. Louis that have World's Fair holdings. The seminar is for advanced undergraduate students but beginning graduate students can take it with permission of the instructor. Course conducted in English. May not be taken for German major or minor credit.",The 1904 St. Louis World's Fair: German and Austrian Art Exhibited,M-W----,3,1:00P-2:30P,Lutzeler,,1,
TBA,L98 AMCS 4231," This course builds on the new interest in whiteness studies, which assumes that whiteness and masculinity are social constructions rather than ""natural"" identities. Moving from about 1830 to 1925, we will explore the development of a deeply contested discourse of ""national manhood"" in the United States, as it emerges in historically specific circumstances. How does whiteness intersect with related discourses of gender, sexuality, and social class? Beginning with the apocalyptic poetry and prose of Edgar Allan Poe, we will examine terrorized whiteness as an identifying feature of normative masculinity in the works of Nathaniel Hawthorne, Herman Melville, Walt Whitman, Mark Twain, Henry James, and F. Scott Fitzgerald. Do these authors claim the power to resist threats to their individual autonomy? To what extent do they experience masculine self-reliance as a myth? How do they imagine meaningful communities? Addressing these social issues and related aesthetic questions, we will venture, as Whitman says, ""in paths untrodden."" Students will write three papers of increasing complexity and there will be shorter writing assignments as well. Class attendance and active participation are required, naturally! Satisfies the Nineteenth Century requirement.",Topics in American Literature I: White American Masculinities,-T-R---,3,2:30P-4:00P,Pollak,,1,
TBA,L98 AMCS 425A," What is the role of religious argument in politics and law? What kinds of arguments are advanced, and how do they differ from one another? Are some of these arguments more acceptable than others in a liberal democracy? This course will explore these questions through the work of legal scholars, theologians, and political theorists. Our topics include the nature of violence and coercion in the law, constraints on public reason, the relationship between religion and government, and the nature of religious practice and tradition.","Law, Religion, and Politics",M------,3,2:00P-5:00P,Inazu,,1,
TBA,L98 AMCS 436B," This seminar applies a deep reading to social science texts that examine the construction and experiences of black people in the United States from the point of view of black scholars. Readings include theoretical and empirical work. The seminar focuses on the influence of the disciplines of psychology, sociology, and anthropology on the policy and social practices that characterize dominant North American institutions. Advanced class level strongly advised.",Seminar in Black Social Science,--W----,3,4:00P-7:00P,Duncan,,1,
TBA,L98 AMCS 4373," This class exmines a critical issue in contemporary societies: How do changes in technology affect the process of immigration and how immigrant identity is shaped?","Immigration, Identity, and the Internet",M-W----,3,1:00P-2:30P,Parikh,,1,
TBA,L98 AMCS 4491," This seminar examines American freethinkers, secularists, humanists, and atheists from Tom Paine and Ernestine Rose through Madalyn Murray O'Hair and Sam Harris. Topics emphasized include: church-state relations; social radicalism and women's rights; secular versus Christian imaginings of the nation; and the recent flourishing of the new atheists and religious ""Nones.""",American Unbelief from the Enlightenment to the New Atheism,--W----,3,2:30P-5:30P,Schmidt,,1,
TBA,L98 AMCS 4505," This seminar will introduce students to core literature on political parties with a strong bias towards recent research.",American Political Parties,--W----,3,2:30P-5:30P,Montgomery,,1,
TBA,L98 AMCS 453," This class will provide an overview of the sociology of education and human social development. The readings and class assignments will support the examination of how social institutions and individuals' experiences within these institutions affect educational processes and social development. The literature reviewed will span various levels of analysis, ranging from the individual to the structure of relations among social and educational institutions. In an increasingly complex society, important educational issues arise throughout the life cycle. This course will provide opportunities to examine all stages and all types of education at the individual, institutional, and organizational levels. A reoccurring theme throughout the course will be a focus on education in metropolitan regions.",Sociology of Education,--W----,3,2:30P-5:30P,Ebony Duncan,,1,
TBA,L98 AMCS 4532," In the wake of the 2016 election, observers of American politics are reassessing their understandings and expectations about the nature, practice, and prospects of American constitutional government. For students already having done upper-division course work in American or comparative political institutions, this seminar offers an opportunity to combine what they have learned with pertinent advanced material on the nature of American constitutionalism while pursuing and sharing individual research on related topics. Assigned reading topics will include constitutional interpretation and construction; the development and limits of executive power; and constitutional crises, emergencies, and failures. Prerequisite: A previous course at the 300-level or above in constitutional politics, constitutional law, or law and society; or, with instructor's permission, other relevant advanced coursework.",Seminar in Constitutional Politics,---R---,3,2:30P-5:30P,Calvert,,1,
TBA,L98 AMCS 454," The course will examine the relationship between environmental economics and environmental policy. The course will focus on air pollution, water pollution, and hazardous wastes, with some attention given to biodiversity and global climate change. The course will examine critically two prescriptions that economics usually endorses: (1) ""balancing"" of benefits against costs (e.g., benefit-cost analysis) and the use of risk analysis in evaluating policy alternatives; (2) use of market incentives (e.g., prices, taxes, or charges) or ""property rights"" instead of traditional command-and-control regulations to implement environmental policy. Prerequisite: Econ 1011.",Environmental Policy,-T-R---,3,2:30P-4:00P,Pollak,,1,
TBA,L98 AMCS 457," By close examination of three or four specific types of film narratives, this course will explore how genre has functioned in the Hollywood mode of production. Students will gain an understanding of genre both as a critical construct as well as a form created by practical economic concerns, a means of creating extratextual communication between film artist/producers and audience/consumers. Genres for study will be chosen from the western, the gangster film, the horror movie, the musical, screwball comedy, science fiction, the family melodrama, the woman's film, and others. In addition to film showings, there will be readings in genre theory as well as genre analyses of individual films. Required screenings Wednesdays @ 4pm",American Film Genres,-T-R---,3,10:00A-11:30A,Paul,,1,
TBA,L98 AMCS 462," Politics is interpreted broadly to include not just government, but any situation in which people have to solve a problem or come to a decision. This course focuses on schools and the processes through which certain stories, identities, and practices are promoted, and others, not.",Politics of Education,---R---,3,4:00P-7:00P,Garrett Duncan,,1,
TBA,L98 AMCS 4689," This course presents an overview of American intellectual history from the early seventeenth century and the founding of the first English settlements in North America to the mid-nineteenth century and the American Civil War. We will investigate how different thinkers responded to and helped shape key events and processes in colonial and early American history, concentrating in particular on developments in religious, political, social, scientific, and educational thought. We will cover major topics such as: Puritanism; the Enlightenment; Evangelicalism; Romanticism; and the inner Civil War. We will address concepts central to the formation of the nation's identity including those of the covenant; republicanism; citizenship; equality; freedom; liberty; natural law; transcendentalism; order; reason; progress; and democracy. PREREQUISITE: None though some knowledge of early U.S. history is helpful. Modern, U.S.",American Intellectual History to 1865,-T-R---,3,10:00A-11:30A,Knapp,,1,
Kemper / 211,L98 AMCS 472," The rise and 'triumph' of Abstract Expressionism has long dominated the story of American art following World War II. This new seminar will put Abstract Expressionism into context with parallel developments in the arts, photography, and film. Among the topics we will consider: the conversation between թmigrթ artists and American culture during and after the war; the emergence of a 'noir' aesthetic in film and literature; the early work of Jasper Johns and Robert Rauschenberg and the so-called 'aesthetic of indifference' in relation to Ab. Ex.; artistic collaborations at Black Mountain College; New York school photography and photojournalism; and the cultural impact of the A bomb. PREREQUISITES: A 300-LEVEL COURSE ON 20TH CENTURY ART, PHOTOGRAPHY, OR HISTORY, OR PERMISSION OF THE INSTRUCTOR.","Hydrogen Jukebox: American Art and Culture, 1945-1960",-T-----,3,6:00P-9:00P,Miller,,1,
TBA,L98 AMCS 480," This course takes a triangulated approach to the field of public policy as it relates to education and social problems. First, the course emphasizes theories of public policy that frame the field of policy studies. Major questions extending from this course feature include: What is public policy, policy behavior, its defining processes/features and what social function does it serve? Second, the course emphasizes the skills related to the exercise of policy analysis. These skills include the crafting of technical documents within the field of public policy (e.g. a policy brief) and the application of scientific methods to the exploration of social problems/governmental actions. Likely issues related to this course feature include the use of scientific knowledge in political arenas, engagement with stakeholders and the intended/unintended consequences of policy science to political decision-making. Third, this course simulates the policymaking context through students' participation in mock congressional testimonies. These focal areas will become central to an understanding of four social concerns: school desegregation following the Brown decisions; affirmative action in higher education; Head Start programs and/or the ESEA Act of 1965, also known as No Child Left Behind. Educational opportunity, achievement inequality and social change will be the primary interests that link these course features.",Education and Public Policy in the United States,--W----,3,2:30P-5:30P,Odis Johnson,,1,
TBA,L98 AMCS 481," Examines education within the context of American social and intellectual history. Using a broad conception of education in the United States and a variety of readings in American culture and social history, the course focuses on such themes as the variety of institutions involved with education, including family, church, community, work place, and cultural agency; the ways relationships among those institutions have changed over time; the means individuals have used to acquire an education; and the values, ideas, and practices that have shaped American educational policy in different periods of our history.",History of Education in the United States,-T-----,3,2:30P-5:30P,Michelle Purdy,,1,
TBA,L98 AMCS 485A," Prison reformers argue that de-criminalizing nonviolent offenses will be enough to reduce mass incarceration, while prison abolitionists argue that we need to dismantle the entire carceral state in the U.S., which is maintained by a racially stratified system of public schooling, housing, employment and health care. What is at stake in these debates? Are we seeking to promote basic humanity, racial and gender equality or utopian visions of rehabilitation? This course seeks to historically contextualize prison reform and abolitionism from the 13th Amendment's re-articulation of slavery to current resistance to mass incarceration. Special attention will be paid to the intersections between the prisoner's rights movement and the Black & Brown Power, feminist, queer and disability movements. PREREQUISITE: Prior coursework in history or permission of the instructor. Modern, U.S. Students registering for this course must also register for L22 49IR/24.","Advanced Seminar: Prisons, Politics and Activism",M------,3,2:00P-5:00P,Lee,,1,
TBA,L48 Anthro 150A," A survey of the fossil evidence for human evolution. The course includes discussion of the genetics of human variation and evolution, the study of living non-human primates, and the fossil record and its interpretation. An evolutionary perspective is used in an attempt to understand modern humans from the naturalistic point of view.",Introduction to Human Evolution,M-W-F--,3,1:00P-2:00P,Strait,,1,
TBA,L48 Anthro 260," A survey of current topics in community health and medicine, with an emphasis upon social science approaches to issues affecting medicine and medical care in contemporary U.S. society. Issues include ethical debates in health care delivery, social stratification and health, access to health services, and factors affecting community wellness at local, national, and global levels. Presented as a weekly series of topical presentations by community health experts from the St. Louis area. Required for students enrolled in the Medicine and Society Program, and also open to other interested students.",Topics in Health and Community,---R---,1,4:00P-5:00P,Stoner,,1,
TBA,L48 Anthro 300," Anthropology majors may acquire professional experience outside the classroom by participating in a faculty-sponsored internship. Before work begins, the student and faculty sponsor must agree on a final written project, which is then approved by the Anthropology Academic Coordinator. Students will be evaluated by the faculty sponsor on the basis of the written project and input from the internship supervisor. Course may be taken only one time. Prerequisite: 9 hours of anthropology and permission of department.",Internships in Anthropology,TBA,3,,Jacobsen,,1,
TBA,L48 Anthro 305," An introduction to the societies and cultures of India through its social margins. Our approach will leverage scholarship from many fields, highlighting the strengths and limitations of singular-discipline analyses and universalized histories. Ethnographic narratives will be woven into historical accounts of major cultural shifts. Students will learn to evaluate and apply multi-vocal perspectives on larger global issues that have transformed India since the end of colonization, including demographic, economic, social, cultural, political, and religious change. Topics will include population and life expectancy, civil society, social-moral relationships, caste and communalism, youth and consumerism, the new urban middle class, environment and health, tourism, public and religious cultures, social activism, politics and law",Anthropology of India,-T-R---,3,10:00A-11:30A,O'Leary,,1,
TBA,L48 Anthro 3055," This course provides an introduction to emerging trends in Chinese culture and society. We will explore processes of change and continuity in the People's Republic, examining the complexity of social issues and the dynamics of cultural unity and diversity. While we will focus on the post-Mao reform era (1978 to the present), we will consider how contemporary developments draw upon the legacies of the Maoist revolution as well as the pre-socialist past. The course provides an overview of anthropological approaches to the study of contemporary China, introducing students to key concepts, theories, and frameworks integral to the analysis of Chinese culture and society. Readings, lectures, and discussions will highlight not only macro-level processes of social change and continuity but also the everyday experiences of individuals involved in these processes. We will pay particular attention to issues of family life, institutional culture, migration, religion, ethnicity, gender, consumption, and globalization.",Contemporary Chinese Culture and Society,M---F--,3,1:00P-2:30P,Song,,1,
TBA,L48 Anthro 307A," A survey of human biological diversity, considering its adaptive and taxonomic significance from the perspective of origins and distribution of traits and adaptation. Prerequisite: Anthro 150A or introductory biology.",Human Variation,-T-R---,3,1:00P-2:30P,Trinkaus,,1,
TBA,L48 Anthro 3156,"",Topics in Chinese Social Development at Fudan:,TBA,3,,Kidder,,1,
TBA,L48 Anthro 3261," This course examines systems of inequality in a variety of world regions and includes analysis of their causes and effects. Economic class, gender, ethnicity and race are among the types of social stratification discussed. Topics might include environmental racism, occupational segregation, political movements, and debates over the differential impact of new technologies such as biotechnology and reproductive technologies on minority populations.","Inequality, Hierarchy and Difference",-T-R---,3,11:30A-1:00P,Jacobsen,,1,
TBA,L48 Anthro 3283," This course provides a general introduction to the multidisciplinary field of global health. We look at the roles that cultural anthropology, clinical medicine, and public health play in efforts to understand and ameliorate health problems around the world and in diverse settings. We explore the global burden and distribution of disease and mortality, the underlying determinants of health disparities and inequalities, the international development and role of policies and institutions, and the complex impacts and outcomes of medical and public health interventions. This course introduces students to important social theories in global health, delves into close-up case studies, and stresses the importance of how society and culture influence health and illness. This course is equivalent to L48 3283: Introduction to Public Health. Course may not be taken twice for credit.",Introduction to Global Health,M-W-F--,3,12:00P-1:00P,Benson,,1,
TBA,L48 Anthro 3310," A cross-cultural exploration of cultures and social organizations of medical systems, the global exportation of biomedicine, and ethical dilemmas associated with medical technologies and global disparities in health.","Health, Healing and Ethics: Introduction to Medical Anthropology",-T-R---,3,10:00A-11:30A,Sargent,,1,
TBA,L48 Anthro 3331," This course takes clothing as a starting point for examining broad themes in anthropology, including gender and sexuality, race and the body, history and colonialism. We look at the ritual significance of clothing and other practices of bodily adornment in traditional societies and the role of style in constituting contemporary social movements and identity categories. We investigate the globalization of the apparel industry, from production and circulation to marketing and branding, in order to understand the relationship between citizenship and consumption, labor and power in the global economy. The course encourages students to reflect on their relationship to the wider society and economy as producers and consumers of material culture through the lens of clothing and fashion.",Anthropology of Clothing and Fashion,M-W----,3,10:00A-11:30A,Thomas,,1,
TBA,L48 Anthro 3351," This course focuses on the ancient Maya civilization because there are many exciting new breakthroughs in the study of the Maya. The Olmec civilization and the civilization of Teotihuacan in the Valley of Mexico will be considered as they related to the rise and development of the Maya civilization. The ancient Maya were the only Pre-Columbian civilization to leave us a written record that we can use to understand their politics, religion, and history. This course is about Maya ancient history and Maya glyphic texts, combined with the images of Maya life from their many forms of art. The combination of glyphic texts, art, and archaeology now can provide a uniquely detailed reconstruction of ancient history in a New World civilization.",The Ancient Maya: Archaeology and History,M-W-F--,3,12:00P-1:00P,Freidel,,1,
TBA,L48 Anthro 3383," This course examines the influence of evolved cognitive dispositions (the way natural selection engineered the human mind) on the transmission of cultural knowledge. Dispositions present from early childhood make certain kinds of cultural knowledge particularly easy to acquire, and therefore, culturally stable. We also consider the evidence for differences in cognitive processes triggered by different social environments. Emphasis is on empirical studies and experimental methods in the study of cultural similarity and differences. Prerequisite: Psych 100B, Anthro 160B or permission of instructor.",Cognition and Culture,-T-R---,3,1:00P-2:30P,Boyer,,1,
TBA,L48 Anthro 3391," Many contemporary approaches to economics downplay or bracket the importance of culture in the workings of economic systems. In this class we will focus on approaches to distribution and exchange in which culture and social institutions figure prominently, if not pre-eminently. We will sample a diverse array of economies, from gift exchange to the ceremonial destruction of wealth, from Melanesia to Wall Street, in order to evaluate some of the assumptions that undergird market capitalism. These assumptions include the perception of market actors exclusively as calculative, maximizing individuals. Topics to be covered include the Industrial Revolution; utilitarianism; economic anthropology; the formal vs. substantivist debates; ethnography of finance, and Marxist sociology.",Economies as Cultural Systems,-T-R---,3,1:00P-2:30P,Dan-Cohen,,1,
TBA,L48 Anthro 3541," This course introduces students to anthropolocial and sociological scholarship on Muslim societies. Attention will be given to the broad theoretical and methodological issues which orient such scholarship. These issues include the nature of Muslim religious and cultural traditions, the nature of modernization and rationalization in Muslim societies, and the nature of sociopolitical relations between ""Islam"" and the ""West."" The course explores the preceeding issues through a series of ethnographic and historical case studies, with a special focus on Muslim communities in the Middle East, Southeast Asia, and Europe. Case studies address a range of specific topics, including religious knowledge and authority, capitalism and economic modernization, religion and politics, gender and sexuality, as well as migration and globalization.",Anthropological and Sociological Study of Muslim Societies,-T-R---,3,1:00P-2:30P,Nakissa,,1,
TBA,L48 Anthro 361," An introduction to the ecology of human culture, especially how ""traditional"" cultural ecosystems are organized and how they change with population density. Topics include foragers, extensive and intensive farming, industrial agriculture, the ecology of conflict, and problems in sustainability.",Culture and Environment,-T-R---,3,11:30A-1:00P,Stone,,1,
TBA,L48 Anthro 3616," This course provides a survey of environmental social movements around the world and over time, in the process challenging commonly held perceptions about environmental movements and scales of activism. Specifically, it demonstrates that environmental social movements are often as much or more about people, identity and human rights than they are about protecting the environment. In addition to juxtaposing dominant traditions of American environmentalism with environmental movements in other parts of the world, the course focuses in on intersections of women's movements and environmental justice, such as cosmetic toxicity, reproduction, agrojustice, externalization and ecowarefare. Throughout, the course draws on interdisciplinary social science theories with a focus on anthropological descriptive interpretations and critical theoretical analyses of various environmental social movements and the differences that constitute them.",Ecofeminism: Environmental Social Movements and Anthropology,-T-R---,3,2:30P-4:00P,O'Leary,,1,
TBA,L48 Anthro 3618," Anthropology's long history of studying human-environment interactions makes it well-suited to examine the complexities of urban environmental issues. Through ethnographies and other readings, this class introduces students to the ways social structures, power and knowledge contour people's experiences and understandings of nature in an urban environment. Of particular interest are environmental justice issues involving pollution and disasters; the creation of community gardens and other public space; cars and bicycles; and conservation or commercial uses of natural resources nestled in or on the edge of cities. Class discussion includes environmental issues in the St. Louis metropolitan area. No background in anthropology or environmental studies is required.",Urban Ecological Anthropology,M-W-F--,3,9:00A-10:00A,Lamarque,,1,
TBA,L48 Anthro 3621," This course will examine the interaction between human biology and culture in relation to childbirth. Emphasis will be placed on understanding the cultural challenges posed by the physiology of human reproduction, the ways various cultures have attempted to meet those challenges, and the resultant consequences that this has had for women's lives. The course will draw on material from human anatomy and embryology, paleoanthropology, clinical obstetrics, public health, social anthropology, the history of medicine, and contemporary bioethics.",Anthropology of Human Birth,M-W----,3,2:30P-4:00P,Wall,,1,
TBA,L48 Anthro 365," This course focuses on the life-history of humans from birth to death. Through a series of lectures we will consider how humans grow and change both biologically and psychologically over the course of our lives. Topics will include: human growth curves, sex-differences, adolescence and puberty, nutrition, environment, growth disorders, death, and the evolution of human growth.",Human Growth and Development,M-W----,3,10:00A-11:30A,Quinn,,1,
TBA,L48 Anthro 3661," This course takes a multi-faceted introductory approach to the primates, the closest relatives of human beings, by investigating anatomy, growth and development, reproduction, behavioral adaptations, ecology, geographic distribution, taxonomy and evolution. Emphasis will be placed not only on the apes and monkeys, but also on the lesser-known lemurs, lorises, bushbabies, tarsiers, and many others. The importance of primate biology to the discipline of anthropology will be discussed. Intended for students who have already taken Anthro 150A, and recommended for students who wish to take the more advanced 400-level courses on primates. Prerequisite: Anthro 150A or permission of instructor.",Primate Biology,M-W----,3,2:30P-4:00P,[TBA],,1,
TBA,L48 Anthro 374," From the beginning of the human campaign, societies have socialized the spaces and places where they live. This socialization comes in many forms, including the generation of sacred natural places (e.g., Mt. Fuji) to the construction of planned urban settings where culture is writ large in overt and subtle contexts. Over the past two decades or so, anthropologists, archaeologists, and geographers have developed a wide body of research concerning these socially constructed and perceived settings -- commonly known as ""landscapes"". This course takes a tour through time and across the globe to trace the formation of diverse social landscapes, starting in prehistoric times and ending in modern times. We will cover various urban landscapes, rural landscapes, nomadic landscapes (and others) and the intersection of the natural environment, the built environments, and the symbolism that weaves them together. Chronologically, we will range from 3000 BCE to 2009 CE and we will cover all the continents. This course will also trace the intellectual history of the study of landscape as a social phenomenon, and will investigate the current methods used to recover and describe social landscapes around the world and through time. Join in situating your own social map alongside the most famous and the most obscure landscapes of the world and trace the global currents of your social landscape!",Social Landscapes in Global View,-T-R---,3,2:30P-4:00P,Frachetti,,1,
Rudolph / 308,L48 Anthro 380," This introductory course in Geographic Information Systems (GIS) is designed to provide basic knowledge of GIS theory and applications using the existing state-of-the-art GIS software. The course is taught using a combination of lectures, demonstrations, and hands-on, interactive tutorials in the classroom. The first weeks of the course will provide a broad view of how you can display and query spatial data and produce map products. The remainder of the course will focus on applying spatial analytical tools to address questions and solve problems. As the semester develops, more tools will be added to your GIS toolbox so that you can complete a final independent project that integrates material learned during the course. Students will be encouraged to design individualized final projects using their own or other available data; however, some already prepared final projects also will be available.",Applications in GIS,M-W----,3,10:00A-11:30A,DeMatteo,,1,
Music Cls Bldg / 102,L48 Anthro 3832," In this course, we will broadly consider issues of music and healing, drawing from the fields of medical ethnomusicology, medical anthropology, music therapy, and psychology. Our case studies will be multi-sited, as we interrogate musical healings and healing music from diverse global and historical perspectives. We approach our study of musical practices with the understanding that the social, cultural, and political contexts where ""music"" and ""healing"" are themselves created inform the sounds of the music and its various-and often conflicting-interpretations and meanings. We will read a variety of academic literature and use media texts and listening examples to develop interdisciplinary and cross-cultural analyses of music and healing. Issues of national consciousness, post/colonialism, gender, sexuality, race, ethnicity, class, religion, dis/ability and the role of history/memory will remain central to our explorations of music and healing.",Music and Healing,M-W----,3,1:00P-2:30P,Gill,,1,
McMillan / 101,L48 Anthro 403," This course integrates archaeological, historical, and early ethnographic dimensions of American Indian societies in the southwestern United States and northwest Mexico, a region famous for its challenging environment, cultural diversity, and the contributions made by its Native inhabitants. Emphasis is placed on the development of sophisticated desert agriculture and on the rise of regionally integrated cultures including Chaco Canyon and Mesa Verde. The impact of Spanish, Mexican, and American colonization are explored. Ethnographies of Tohono O'odham (Papago), Hopi, Zuni, Rio Grande Pueblo, and Navajo societies will be discussed.",Archaeology and Early Ethnography of the Southwest,-T-R---,3,11:30A-1:00P,Fritz,,1,
TBA,L48 Anthro 406," Survey of the ecology, individual and social behavior, adaptations, and interactions of the major groups of primates. Emphasis on studies designed to examine the relationships among ecology, morphophysiology, and behavior. Methods used in collecting data on primates in the field. Prerequisite: Anth 150A or one 100-level biology course.",Primate Ecology and Social Structure,M-W----,3,11:30A-1:00P,[TBA],,1,
TBA,L48 Anthro 4091," This course considers histories and social constructions of gender and sexuality in sub-Saharan Africa during the colonial and contemporary periods. We will examine gender and sexuality both as sets of identities and practices and as part of wider questions of work, domesticity, social control, resistance, and meaning. Course materials include ethnographic and historical materials and African novels and films. PREREQUISITE: Graduate students or undergraduates with previous AFAS or upper level anthropology course.","Gender, Sexuality, and Change in Africa",-T-R---,3,2:30P-4:00P,Parikh,,1,
TBA,L48 Anthro 4099," How did evolution by natural selection shape the way human beings think and behave? Does evolution explain human cooperation and friendship, human morality, reproductive decisions and social interactions? What sex differences in cognition or behavior are caused by evolution? This course introduces the concepts and findings of evolutionary psychology, mostly through reading of primary sources--articles from psychology and biology journals--and discussion and presentation of empirical cases. PREREQ: At least 6 units of upper-level, home-based Psychology coursework, OR Anthro 3383.",Human Evolutionary Psychology,-T-R---,3,11:30A-1:00P,Boyer,,1,
McMillan / 150,L48 Anthro 4117," What do we mean by ""nature"" or by designating something as ""natural""? How do we distinguish nature from culture and where does such a distinction break down, become political or controversial? Is the distinction between nature and culture itself universal, or does it emerge from a particular history and reflect particular preconceptions and understandings? And how do new technologies reconfigure this distinction? In this course, we will explore such questions, paying special attention to the ways anthropology, as a discipline, has relied on, reinforced, and legitimated this great divide.",Nature/Culture,M------,3,9:30A-12:30P,Dan-Cohen,,1,
McMillan / 150,L48 Anthro 4215," The rising interest in food research crosscuts various academic disciplines. This seminar focuses on aspects of food of particular interest in anthropology. The first 2/3 of the course is reading intensive and discussion-intensive. Each student will write short review/response papers for major readings. For the final third, we will still be reading and discussing, but the reading load will be lighter (and we will have a field trip) as students devote more time to their research paper. The research paper will be a major effort on a topic discussed with and approved by the professor. In most cases it will have to deal with cultural and historical aspects of a food, set of foods, form of consumption or aspect of food production. Papers will be critiqued, assigned a provisional grade, revised and resubmitted.",Anthropology of Food,--W----,3,3:00P-6:00P,Stone,,1,
McMillan / 150,L48 Anthro 4288," This course examines a trilogy of resources that are essential to producing human life: food, water and energy. These resources are inextricably linked not only to the most common and necessary of our day-to-day activities, but impact each other in profound ways. Until recently, the study of these resources was fragmented in separate sectors, ultimately leading to lack of institutional coordination, infrastructural lock-in and incomplete modeling systems. These incomplete systems overlook the complex overlaps of natural systems and render sustainability planning more tenuous than it could be. In response, these core resources are being studied together as a ""nexus"" to enhance synergies and prevent trade-offs across sectors. However, this nexus further requires astute attention to the all too ""human"" questions of resource use, waste and justice. If water, energy and food security are to be simultaneously achieved, social scientists must be at the forefront, contributing holistic research that brings the human back into socio-natural systems.",Being Human: The Food-Energy-Ecosytem-Water Nexus,--W----,3,12:00P-3:00P,O'Leary,,1,
